,x
517,"TODD: All right. Congressman Ryan, I got a full question for you here, which is simply this. There are -- a lot of the climate plans include pricing carbon, taxing carbon in some way. This type of proposal has been tried in a few places, whether it’s Washington state where voters voted it down, you’ve had the Yellow Vest Movement, we had in Australia one party get rejected out of fear of the cost of climate change sort of being put on the backs of the consumer. If pricing carbon is just politically impossible, how do we pay for climate mitigation?"
518,"RYAN: Well, there is a variety of different ways to pay. We talked about different ways of raising revenue. And I think we've got to build our way out of this and grow our way out of this. "
519,"But let me just talk real quick to the previous question about real politics. We could talk about climate, we could talk about guns, we could talk about all of these issues that we all care about. "
520,"We have a perception problem with the Democratic Party. We are not connecting to the working class people in the very states that I represent in Ohio, in the industrial Midwest. We've lost all connection. We have got to change the center of gravity of the Democratic Party from being coastal and elital -- elitist and Ivy League, which is the perception, to somebody from the forgotten communities that have been left behind for the last 30 years, to get those workers back on our side so we can say we're going to build electric vehicles, we're going to build solar panels. "
521,"But if you want to beat Mitch McConnell, this better be a working-class party. If you want to go into Kentucky and take his rear end out, and if you want to take Lindsey Graham out, you’ve got to have a blue collar party that can go into the textile communities in South Carolina. So all I’m saying here..."
522,(CROSSTALK)
523,"TODD: Thank you, Congressman Ryan. "
524,RYAN: All I'm saying here...
525,"TODD: Thank you, Congressman Ryan."
526,"CASTRO: So, Chuck, Chuck..."
527,(CROSSTALK)
528,"RYAN: All I’m saying is here, if we don’t address that fundamental prob with our connection to workers -- white, black, brown, gay, straight -- working-class people..."
529,"TODD: Thank you, Congressman."
530,"RYAN: ... none of this is going to get done, Chuck. "
531,TODD: Thank you very much.
532,(UNKNOWN): Chuck...
533,(CROSSTALK)
534,"TODD: I want to you -- we're going to keep moving. Congressman Delaney, I'm going to get to you..."
535,DELANEY: This is -- I introduced the only bipartisan carbon tax bill...
536,"TODD: Thirty seconds -- all right, 30 seconds, go."
537,(CROSSTALK)
538,"DELANEY: This is really important. All the economists agree that a carbon pricing mechanism works. You just have to do it right. You can't put a price on carbon, raise energy prices, and not give the money back to the American people. "
539,"My proposal, which is put a price on carbon, give a dividend back to the American people. It goes out one pocket, back in the other."
540,"TODD: Thank you, Congressman."
541,DELANEY: I can get that passed my first year as president with a coalition of every Democrat in the Congress and the Republicans who live in coastal states. 
542,"TODD: Thank you. Congressman, thank you. "
543,"DELANEY: Because Republicans in Florida, they actually care about this issue. "
544,TODD: OK. Thank you very much.
545,DELANEY: This has got to be our way forward if we're actually serious about this issue. 
546,(APPLAUSE)
547,TODD: Thank you. 
548,"Congresswoman Gabbard, we're going to move here. One of the first things you did after launching your campaign was to issue an apology to the LGBT community about your past stances and statements on gay rights. After the Trump administration's rollbacks of civil rights protections for many in that community, why should voters in that community or voters that care about this issue in general trust you now? "
549,GABBARD: Let me say that there is no one in our government at any level who has the right to tell any American who they should be allowed to love or who they should be allowed to marry. 
550,(APPLAUSE)
551,My record in Congress for over six years shows my commitment to fighting for LGBTQ equality. I serve on the Equality Caucus and recently voted for passage of the Equality Act. 
552,"Maybe many people in this country can relate to the fact that I grew up in a socially conservative home, held views when I was very young that I no longer hold today. "
553,"I’ve served with LGBTQ service members, both in training and deployed downrange. I know that they would give their life for me and I would give my life for them. It is this commitment that I’ll carry through as president of the United States, recognizing that there are still people who are facing discrimination in the workplace, still people who are unable to find a home for their families. It is this kind of discrimination that we need to address. "
554,BOOKER: But it's not enough. 
555,"TODD: Thank you, Congresswoman Gabbard."
556,"BOOKER: It's not enough. If I can add to this, it's very important."
557,"TODD: Thirty seconds, Senator. "
558,"BOOKER: It's not enough. Look, civil rights is someplace to begin, but in the African American civil rights community, another place to focus on was to stop the lynching of African-Americans. "
559,"We do not talk enough about trans Americans, especially African-American trans Americans..."
560,(APPLAUSE)
561,"... and the incredibly high rates of murder right now. We don't talk enough about how many children, about 30 percent of LGBTQ kids, who do not go to school because of fear. It's not enough just to be on the Equality Act. I'm an original co-sponsor. We need to have a president that will fight to protect LGBTQ Americans every single day from violence in America."
562,(CROSSTALK) 
563,"MADDOW: Senator Klobuchar, let me put this to you. On the issue of civil rights, for decades -- on the civil rights and demographics, honestly, and politics, for decades, the Democratic Party has counted on African-American voter turnout as step one to winning elections on a national level. Democrats are counting on the Latino community now and in the future in the same way. What have you done for black and Latino voters that should enthuse them about going to the polls for you if you're your party's nominee?"
564,"KLOBUCHAR: My life and my career and my work in the Senate has been about economic opportunity. And to me, this means better childcare for everyone in this country. And when you want an economy that works, you need to have retirement that works, you need to have public schools that work. And you also need to make sure that those communities are able to get those jobs of the future, the STEM jobs. "
565,"In fact, Donald Trump, one of the first bills that he signed of the 34 he signed where I was the lead Democrat -- OK, that's a first up here -- was one that was about that, making sure minority community members could share in those jobs. "
566,"So to me, this is about a few things. It's about an African-American woman that goes to a hospital in New Orleans, says her hands are swollen, and then doctor ignores her and her baby dies. It's about the fact that African-American women make 61 cents for every dollar a white man makes. "
567,"So in short, we need, one -- and I will do this in my first 100 days as president -- we will work to make sure everyone can vote at this table, everyone can vote in this country..."
568,"MADDOW: That's time, Senator."
569,"KLOBUCHAR: ... and we will also go to the next step of criminal justice reform. Senator Booker and I worked on that First Step Act, but we should go to the second step act, which is to help all our communities across our country. "
570,"MADDOW: Senator, thank you very much. Thirty-second follow-up to you, Secretary Castro. This is a 70 percent Latino city here in Miami. You are the only Latino Democrat who is running here this year in the presidential race. "
571,(APPLAUSE)
572,"Is that enough of an answer, what Senator Klobuchar is describing there, an economic justice agenda? Is that enough to mobilize Latino voters to stand with the Democratic Party in a big way?"
573,"CASTRO: Well, I also think that we have to recognize racial and social justice. And, you know, I was in Charleston not too long ago, and I remembered that Dylann Roof went to the Mother Emanuel AME church, and he murdered nine people who were worshipping, and then he was apprehended by police without incident. "
574,"Well, but what about Eric Garner and Tamir Rice and Laquan McDonald and Sandra Bland and Pamela Turner and Antonio Arce? I’m proud that I’m the only candidate so far that has put forward legislation that would reform our policing system in America and make sure that no matter what the color of your skin is, that you’re treated the same, including Latinos who are mistreated too oftentimes by police. "
575,"MADDOW: Secretary Castro, thank you."
576,"TODD: Let me go over to Lester Holt, who's got a question, I believe a viewer question. "
577,"HOLT: And I'm over here, Chuck. Thanks. We asked voters from across the country to submit their questions to the candidates. Let me read one now. This comes from John in New York who submitted this question. "
578,"He asks, does the United States have a responsibility to protect in the case of genocide or crimes against humanity? Do we have a responsibility to intervene to protect people threatened by their governments even when atrocities do not affect American core interests? I would like to direct that question to Congressman O'Rourke."
579,"O'ROURKE: John, appreciate the question. The answer is yes, but that action should always be undertaken with allies and partners and friends. When the United States presents a united front, we have a much better chance of achieving our foreign policy aims and preventing the kind of genocide to which you refer, the kind of genocide that we saw in Rwanda, the kind of genocide we want to stop going forward."
580,"But unfortunately, under this administration, President Trump has alienated our allies and our friends and our alliances. He's diminished our standing in the world and he's made us weaker as a country, less able to confront challenges, whether it's Iran or North Korea or Vladimir Putin in Russia, who attacked and invaded our democracy in 2016, and who President Trump has offered another invitation to do the same. "
581,"He's embraced strongmen and dictators at the expense of the great democracies. As president, I will make sure that we live our values in our foreign policy. I will ensure that we strengthen those alliances and partnerships and friendships and meet any challenge that we face together. That makes America stronger. "
582,(APPLAUSE)
583,DE BLASIO: But what about the War Powers Act?
584,"MADDOW: Congressman O'Rourke, thank you."
585,"DE BLASIO: What about the War Powers Act being a part of that equation? With deep respect to the congressman, look, we've learned painful lessons as Americans that we've gone to war without congressional authorization. "
586,"And look, this is very personal for me. I know the cost of war. My dad served in the Pacific in World War II in the U.S. Army, Battle of Okinawa, had half his leg blown off, and he came home with scars, both physical and emotional, and he did not recover. He spiraled downward and he ultimately took his own life. And that battle didn't kill him, but that war did. "
587,"And, look, even in the humanitarian crisis -- and I think we should be ready, Congressman, to intervene, God forbid there is genocide -- but not without congressional approval. Democrats and Republicans both in the Congress have not challenged presidents and have let them get away with running the military without that congressional approval. We learned a lesson in Vietnam we seem to have forgotten, that decisions have to be made by the United States Congress..."
588,(CROSSTALK) 
589,"MADDOW: I’m going to pick up -- I want to pick up this point, and I want to put this to Congressman Ryan. Today the Taliban claimed responsibility for killing two American service members in Afghanistan. Leaders as disparate as President Obama and President Trump have both said that they want to end U.S. involvement in Afghanistan, but it isn’t over for America. Why isn’t it over? Why can’t presidents of very different parties and very different temperaments get us out of there? And how could you?"
590,"RYAN: I appreciate that question. So I've been in Congress 17 years. And 12 of those years I've sat on the Armed Services Committee, the Defense Appropriations Committee or the Armed Services Committee. "
591,"And the lesson that I've learned over the years is that you have to stay engaged in these situations. Nobody likes it. It's long. It's tedious. But right now, we have -- so I would say we must be engaged in this. We must have our State Department engaged. We must have our military engaged to the extent they need to be. "
592,"But the reality of it is, this president doesn't even have people appointed in the State Department to deal with these things, whether we're talking about Central America, whether we're talking about Iran, whether we're talking about Afghanistan. We've got to be completely engaged. "
593,"And here’s why, because these flare-ups distract us from the real problems in the country. If we’re getting drones shot down for $130 million, because the president is distracted, that’s $130 million that we could be spending in places like Youngstown, Ohio, or Flint, Michigan, or rebuilding -- or rebuilding..."
594,(CROSSTALK) 
595,"MADDOW: Congresswoman Gabbard, I’m going to give you 30 seconds, actually, to jump off what he said. He described engagement as the problem."
596,"GABBARD: Is that what you will tell -- is that what you will tell the parents of those two soldiers who were just killed in Afghanistan? Well, we just have to be engaged? As a soldier, I will tell you, that answer is unacceptable. "
597,(APPLAUSE) 
598,"We have to bring our troops home from Afghanistan. We are in a place in Afghanistan where we have lost so many lives. We've spent so much money. Money that's coming out of every one of our pockets, money that should be going into communities here at home, meeting the needs of the people here at home. "
599,We are no better off in Afghanistan today than we were when this war began. This is why it's so important to have a president and commander-in-chief who knows the cost of war and who's ready to do the job on day one. I am ready to do that job when I walk into the Oval Office. 
600,(APPLAUSE) 
601,(CROSSTALK) 
602,"TODD: Listen, I'm going to go down the line -- I'm going to go down -- I'm going to go down -- I'm going to go down the line here. You know what, you felt -- you felt like she was rebutting you. Get 30 seconds, go."
603,RYAN: Thank you. You're a very good man. I appreciate that.
604,TODD: Fair enough. I hear what you're saying. She invoked your name.
605,"RYAN: I would just say, I don't want to be engaged. I wish we were spending this money in places that I've represented that have been completely forgotten and we were rebuilding. But the reality of it is, if the United States isn't engaged, the Taliban will grow. And they will have bigger, bolder terrorist acts. We have got to have some presence there..."
606,(CROSSTALK) 
607,GABBARD: The Taliban was there long before we came in. They're going to be there long before we leave. 
608,"RYAN: And they were -- yeah, exactly. Well, we were."
609,"GABBARD: We cannot keep U.S. troops deployed to Afghanistan thinking that we're going to somehow squash this Taliban that's been there, that every other country that's tried has failed."
610,"RYAN: I didn't say -- I didn't say squash them. I didn't say squash them. When we weren't in there, they started flying planes into our buildings. So I'm just saying right now..."
611,(AUDIENCE BOOS) 
612,... we have an obligation...
613,GABBARD: The Taliban didn't attack us on 9/11. Al Qaida did. 
614,"RYAN: Well, I -- I understand..."
615,"GABBARD: Al Qaida attacked us on 9/11. That’s why I and so many other people joined the military, to go after Al Qaida, not the Taliban."
616,RYAN: I understand that. The Taliban...
617,(CROSSTALK)
618,"TODD: Go ahead, Congressman. Finish up, 10 seconds."
619,"RYAN: The Taliban was protecting those people who were plotting against us. All I'm saying is, if we want to go into elections, and we want to say that we've got to withdraw from the world, that's what President Trump is saying. We can't. I would love for us to."
620,GABBARD: You know who’s protecting Al Qaida right now? It’s Saudi Arabia. 
621,"TODD: I want to go down the line here, finish up foreign policy. It's a simple question. What is our -- what is the biggest threat -- what is -- who is the geopolitical threat to the United States? Just give me a one-word answer, Congressman Delaney. "
622,DELANEY: Could you repeat the question?
623,TODD: Greatest geopolitical threat to the United States right now. Congressman Delaney?
624,"DELANEY: Well, the biggest geopolitical challenge is China. But the biggest geopolitical threat remains nuclear weapons. "
625,TODD: OK.
626,"DELANEY: Right, so those are -- you know, those are different questions."
627,TODD: I got you. Totally get it. Go ahead. Governor Inslee?
628,INSLEE: The biggest threat to the security of the United States is Donald Trump. And there's no question about it. 
629,(APPLAUSE)
630,TODD: Congresswoman Gabbard? 
631,GABBARD: The greatest...
632,TODD: Greatest geopolitical threat.
633,GABBARD: The greatest threat that we face is the fact that we're in a greater risk of nuclear war today than ever before in history.
634,TODD: Senator Klobuchar?
635,"KLOBUCHAR: Two threats, economic threat, China, but our major threat right now is what's going in the Mideast with Iran, if we don't get..."
636,(CROSSTALK) 
637,"TODD: OK, try to keep it at one -- slimmer than what we've been going here. One or two words."
638,O'ROURKE: Our existential threat is climate change. We have to confront it before it's too late. 
639,TODD: Senator Warren?
640,INSLEE: Climate change. 
641,TODD: Yeah. Senator Booker? 
642,BOOKER: Nuclear proliferation and climate change. 
643,TODD: Secretary Castro?
644,CASTRO: China and climate change. 
645,TODD: Congressman Ryan? 
646,"RYAN: China, without a question. They're wiping us around the world economically. "
647,TODD: And Mr. Mayor?
648,"DE BLASIO: Russia, because they're trying to undermine our democracy and they've been doing a pretty damn good job of it, and we need to stop them. "
649,"TODD: All right. Well, thank you for that wide variety of answers, and I mean that. No, I mean that in -- that's what this debate is about. This is the best part of a debate like this. "
650,"Congressman O'Rourke, Special Counsel Robert Mueller's report outlines multiple instances of potential criminal behavior by President Trump. House Speaker Pelosi has publicly and privately resisted any move toward impeachment in the House. If the House chooses not to impeach, as president, would you do anything to address the potential crimes that were outlined in Mr. Mueller's report? "
651,"O'ROURKE: Yes, and I'll tell you why."
652,"TODD: How, by the way? If the answer is yes. "
653,"O'ROURKE: One of the most powerful pieces of art in the United States Capitol is the Trumbull painting of General George Washington resigning his commission to the Continental Congress, at the height of his power, submitting to the rule of law and the will of people. That has withstood the test of time for the last 243 years. "
654,"If we set another precedent now that a candidate who invited the participation of a foreign power, a president who sought to obstruct the investigation into the invasion of our democracy, if we allow him to get away with this with complete impunity, then we will have set a new standard, and that is that some people, because of the position of power and public trust that they hold, are above the law. And we cannot allow that to stand. "
655,"So we must begin impeachment now so that we have the facts and the truth and we follow them as far as they go and as high up as they reach and we save this democracy. And if we've not been able to do that in this year or the year that follows, and under my administration, our Department of Justice will pursue these facts and ensure that there are consequences, there is accountability, and there is justice. It's the only way that we save this country. "
656,"TODD: Thank you, Congressman O'Rourke."
657,(APPLAUSE)
658,"MADDOW: Congressman Delaney, because of the accountability issues that Congressman O'Rourke was just describing there and the real political landscape in which Nancy Pelosi is saying that impeachment will not be pursued in the House, it raises the prospect -- and the Mueller Report raises the prospect that President Trump could be prosecuted for some of those potential crimes down the line. No U.S. president has ever been prosecuted for crimes after leaving office. Do you believe that President Trump could or should be the first? "
659,DELANEY: I guess there's always a first. 
660,MADDOW: Should he be?
661,"DELANEY: I don't think anyone is above the law. I don't think anyone is above the law, including a president. I support Speaker Pelosi's decisions that she is making in the House of Representatives right now as speaker. I think she knows more about the decision as to whether to impeach the president than any of the 2020 candidates combined. "
662,MADDOW: Conceded. On the issue of prosecution...
663,"DELANEY: So -- but I do think -- I do think the -- no one is above the law, and this president, who is lawless, should not be above the law. But I will tell you, Rachel, the one thing when you're out doing as much campaigning as I've done, 400 events, all 99 counties in Iowa, this is not the number-one issue the American people ask us about. "
664,"It's not. They want to know what we're going to do for health care, how we're going to lower pharmaceutical prices, how we're going to build infrastructure, what we're going to do to create jobs in their communities. "
665,"You know, last year in our country, 80 percent of the money for start-up businesses went to 50 counties in this country. "
666,"There's over 3,000 counties in this country. That's what they care about. They care about what's going on in the public schools. They care about what's going on with jobs in their communities, with their pay, with their health care, with infrastructure. These are the issues, these kind of kitchen-table, pocket-book issues..."
667,MADDOW: Understood.
668,DELANEY: ... are actually what most Americans care about. They never ask about the Mueller Report. 
669,(CROSSTALK) 
670,"MADDOW: Congressman, thank you. Your time is up. "
671,DELANEY: They never ask about it. They want to know how we're going to solve these problems. 
672,MADDOW: Your time's...
673,(CROSSTALK)
674,TODD: Here's the thing. I still -- Senator...
675,(CROSSTALK) 
676,"KLOBUCHAR: ... but if we let the Republicans run our elections and if do not do something about Russian interference in the election and we let Mitch McConnell stop all the backup paper ballots, then we're not going to get what we want to do."
677,"TODD: I've got to sneak in -- we blew through a break, which was good news, to give you more time, so I got to sneak one in now. More of this debate. It's picking up here. It continues right after this. "
678,(COMMERCIAL BREAK)
679,"HOLT: We are back from Miami, and it's time now for closing statements. Each candidate has 45 seconds. We want to begin with former Congressman Delaney. "
680,DELANEY: Closing now? 
681,"HOLT: Closing, 45 seconds. We could make -- we could go on. "
682,"DELANEY: Together we are on a mission. We're on a mission to find the America that's been lost, lost through infighting, lost through inaction. We're so much better than this. We're a country that used to do things. We saved the world. We created the American dream for millions of people like myself, the grandson of immigrants, the son of a union electrician who went on to become a successful business leader and create thousands of jobs. "
683,"But we did these things with real solutions, not with impossible promises. And those are the roots that we have to get back to. I'm running for president to solve these problems, to build infrastructure, to fix our broken health care system, to invest in communities that have been left behind, to improve public education."
684,HOLT: Your...
685,DELANEY: I just don't want to be your president to be your president.
686,"HOLT: Congressman, your 45 seconds is over. "
687,DELANEY: I want to be your president to do the job. 
688,"HOLT: Thank you, sir. "
689,DELANEY: This is not about me. This is about getting America working again. 
690,HOLT: Thank you. 
691,(APPLAUSE)
692,"GUTHRIE: Mayor De Blasio. Mayor, your closing statement. "
693,"DE BLASIO: It matters. It matters in this fight for the heart and soul of our party that we nominate a candidate who has seen the face of poverty and didn't just talk about it, but gave people $15 minimum wage. "
694,It matters that we nominate a candidate who saw the destruction wrought by a broken health care system and gave people universal health care. It matters that we choose someone who saw the wasted potential of our children denied pre-K and gave it to every single one of them for free. 
695,"These things really matter. And these are the things that I've done in New York and I want to do the same for this whole country, because putting working people first, it matters. We need to be that party again. Let's work together. With your help, we can put working people first again in America. "
696,"GUTHRIE: Thank you, Mayor De Blasio. Right on time. "
697,(APPLAUSE)
698,"DIAZ-BALART: Governor Inslee, 45 seconds. "
699,"INSLEE: (OFF-MIKE) grandchildren, we love them all. And when I was thinking about whether to run for president, I made a decision. I decided that on my last day on Earth, I wanted to look them in the eye and tell them I did everything humanly possible to protect them from the ravages of the climate crisis. "
700,"And I know to a moral certainty, if we do not have the next president who commits to this as the top priority, it won't get done. And I am the only candidate -- frankly, I'm surprised. I'm the only candidate who's made this commitment to make it the top priority. "
701,"If you join me in that recognition of how important this is, we can have a unified national mission. We can save ourselves. We can save our children. We can save our grandchildren. And we can save literally the life on this planet. This is our moment. "
702,"DIAZ-BALART: Governor, thank you. "
703,(APPLAUSE)
704,"TODD: Congressman Ryan, your 45 seconds. "
705,RYAN: There's nothing worse than not being heard. Nothing worse than not being seen. And I know that because I've represented for 17 years in Congress a forgotten community. 
706,"They've tried to divide us, who's white, who's black, who's gay, who's straight, who's a man, who's a woman. And they ran away with all the gold because they divided the working class. It's time for us to come together. "
707,"I don't know how you feel, but I'm ready to play some offense. I come from the middle of industrial America, but these problems are all over our country. There's a tent city in L.A. There's homeless people and people around our country who can't afford a home. It's time for us to get back on track. The teacher in Texas, the nurse in New Hampshire, the waitress in Wisconsin, all of us coming together, playing offense with an agenda that lifts everybody up. "
708,"TODD: Thank you, Congressman."
709,"RYAN: I will only promise you one thing. When I walk into that Oval Office every morning, you will not be forgotten. "
710,"TODD: Thank you, Congressman. "
711,RYAN: Your voice will be heard. Thank you. 
712,(APPLAUSE)
713,"MADDOW: Congresswoman Gabbard, you have 45 seconds for your closing. "
714,"GABBARD: Our nation was founded on the principles of service above self, people who fled kings, who literally prospered on the backs and the sacrifices of people, coming here to this country, instead putting in place a government that is of, by, and for the people. "
715,"But that's not what we have. Instead, we have a government that is of, by, and for the rich and powerful. This must end. As president, our White House -- our White House will be a beacon of light, providing hope and opportunity, ushering in a new century where every single person will be able to get the health care they need, where we will have clean air to breathe and clean water to drink, where we will have good-paying jobs and a new green economy. Join me in ushering in this new century with peace, prosperity, opportunity, and justice for all. "
716,"MADDOW: Congresswoman, thank you. "
717,(APPLAUSE)
718,"HOLT: Secretary Castro, you have 45 seconds, sir. "
719,"CASTRO: Me llamo Julian Castro, y estoy postolando por presidente de los Estados Unidos. "
720,(APPLAUSE)
721,"The very fact that I can say that tonight shows the progress that we have made in this country. Like many of you, I know the promise of America. My grandmother came here when she was 7 years old as an immigrant from Mexico, and just two generations later, one of her grandsons is serving in the United States Congress and the other one is running for president of the United States. "
722,(APPLAUSE)
723,"If I'm elected president, I will work hard every single day so that you and your family can get good health care, your child can get a good education, and that you can have good job opportunities, whether you live in a big city or a small town. And on January 20, 2021, we'll say adios to Donald Trump. "
724,(APPLAUSE)
725,"GUTHRIE: Senator Klobuchar, the floor is yours. "
726,"KLOBUCHAR: Three things to know about me. First, I listen to people and that's how I get things done. That is my focus. I have a track record of passing over 100 bills where I'm the lead Democrat. And that is because I listened and I acted. And I think that's important in a president. Everything else just melts away. "
727,"Secondly, I'm someone that can win and beat Donald trump. I have won every place, every race, and every time. I have won in the reddest of districts, ones that Donald Trump won by over 20 points. I can win in states like Wisconsin and Iowa and in Michigan. "
728,"And finally, yeah, I am not the establishment party candidate. I've got respect, but I'm not that person. I am the one that doesn't have a political machine, that doesn't come from money. And I don't make all the promises that everyone up here makes. "
729,But I can promise you this. I am going to govern with integrity. I'm going to (OFF-MIKE) I'm going to govern for you.
730,"GUTHRIE: Thank you, Senator. "
731,DIAZ-BALART: (SPEAKING IN SPANISH)
732,"BOOKER: Gracias. Fifty years ago this month, my family moved into the town I grew up in because after being denied a house because of the color of their skin, it was activists, mostly white activists, that stood up and fought for them. That's the best of who we are as America and why when I got out of law school, I moved into the inner city of Newark to fight as a tenant lawyer for other people's rights. "
733,"I've taken on bullies and beat them. I've taken on tough fights and we've won. And we win those fights not by showing the worst of who we are, by rising to who's best. "
734,"Donald Trump wants us to fight him on his turf and his terms. We will beat him, I will beat him by calling this country to a sense of common purpose again. This is a referendum on him and getting rid of him, but it's also a referendum on us, who we are, and who we must be to each other. "
735,It's time we win this election. And the way I'll govern is by showing the best of who we are because that's what this country needs and deserves. 
736,"DIAZ-BALART: Senator, thank you. "
737,(APPLAUSE)
738,"TODD: Congressman O'Rourke, 45 seconds. "
739,"O'ROURKE: Our daughter, Molly, turned 11 this week. I'm on this stage for her, for children across this country, including some her same age who've been separated from their parents and are sleeping on concrete floors under aluminum blankets tonight. "
740,"If we're going to be there for them, if we're going to confront the challenges that we face, we can't return to the same old approach. We're going to need a new kind of politics, one directed by the urgency of the next generation, those climate activists, who are fighting not just for their future but for everyone's, those students marching not just for their lives but for all of ours. "
741,We'll need a movement like the one that we led in Texas. It renewed our democracy by bringing everyone in and writing nobody off. That's how we beat Donald Trump. That's how we bring this great country together again. Join us. This is our moment. And the generations that follow are counting on us to meet it. 
742,(APPLAUSE)
743,"TODD: Thank you, Congressman. "
744,"MADDOW: Senator Warren, you have 45 seconds for the final, final statement of the evening. "
745,WARREN: Thank you. It's a great honor to be here. Never in a million years did I think I would stand on a stage like this. I was born and raised in Oklahoma. I have three older brothers. They all joined the military. 
746,"I had a dream growing up. And my dream was to be a public school teacher. By the time I graduated from high school, my family -- my family didn't have the money for a college application, much less a chance for me to go to college. "
747,But I got my chance. It was a $50 a semester commuter college. That was a little slice of government that created some opportunity for a girl. And it opened my life. 
748,"I am in this fight because I believe that we can make our government, we can make our economy, we can make our country work not just for those at the top. We can make it work for everyone. And I promise you this: I will fight for you as hard as I fight for my own family. "
749,(APPLAUSE)
750,GUTHRIE: We would like to thank all of the candidates who participated with us tonight. And that will do it for night one of this two-night event. And guess what? We've got 10 more candidates tomorrow night. 
751,"HOLT: We certainly hope you will join us then. But for now, that concludes our coverage of this first Democratic debate from Miami. For Savannah, Jose, Chuck, and Rachel, I’m Lester Holt. Have a good night, everyone. "
