"","x"
"561","And secondly, we've got to look to the leadership of local communities, you know, those networks of mayors in cities from around the world..."
"562","(CROSSTALK)"
"563","TODD: I'm trying to stick with the time as best we can."
"564","BUTTIGIEG: ... not even waiting for our national governments to catch up. We should have a Pittsburgh summit where we bring them together, as well as rejoining the Paris..."
"565","TODD: Thank you, Mayor Buttigieg."
"566","(APPLAUSE)"
"567","MADDOW: I want to bring Governor Hickenlooper into this for a moment."
"568","Governor, you have said that oil and gas companies should be a part of the solution on climate change. Lots of your colleagues on stage tonight have talked about moving away from fossil fuels entirely. Can oil and gas companies be real partners in this fight?"
"569","HICKENLOOPER: Well, I share the sense of urgency. I'm -- I'm a scientist, so I -- I recognize that, within 10 or 12 years of actually, you know, suffering irreversible damage, but, you know, guaranteeing everybody a government job is not going to get us there. Socialism, in that sense, is not the solution. We have to look at what really will make a difference."
"570","In Colorado, we're closing a couple of coal plants, replacing it with wind, solar and batteries and the monthly bills go down. We've gone on -- we're building a network for electric vehicles. We are working with the oil and gas industry and we've created the first methane regulations in the country."
"571","Methane is 25 times worse than C02. And then we've got to get to that last part. I mean, the industrial -- heavy industry, we haven't seen the plans yet. If you look at the real problem, C02, the worst polluters in CO2 is China, is the United States, and then it's concrete and its exhalation."
"572","And beyond that, I think we've got to recognize that only by bringing people together, businesses, nonprofits -- and we can't demonize every business. We've got to bring them together to be part of this thing. Because ultimately, if we're not able to do that..."
"573","MADDOW: Governor..."
"574","HICKENLOOPER: ... we will be doomed to failure. We have no way of doing this without bringing everyone together."
"575","MADDOW: Thank you."
"576","Vice President Biden..."
"577","(APPLAUSE)"
"578","... on the issue of how you do this, Democrats are arguing robustly among themselves about what's the best way to tackle climate change. But if we're honest, many Republicans, including the president, are still not sure if they believe it is even a serious problem."
"579","So are there significant ways you can cut carbon emissions if you have to do it with no support from Congress?"
"580","BIDEN: The answer is yes. Number one, in our administration, we built the largest wind farm in the world, the largest solar energy facility in the world. We drove down the price, competitive price of both of those renewable energy -- renewable sources."
"581","I would immediately insist that we in fact build 500,000 recharging stations throughout the United States of America, working with governors, mayors and others, so that we can go to a full electric vehicle future by the year 2020 -- by the year 2030."
"582","I would make sure that we invested $400 million in new science and technology, to be the exporter not only of the green economy, but economy that can create millions of jobs. But I would immediately join the Paris Climate Accord. I would up the ante in that accord, which it calls for, because we make up 15 percent of the problem; 85 percent of the world makes up the rest. And so we have to have someone who knows how to corral the rest of the world, bring them together and get something done, like we did in our administration."
"583","MADDOW: Senator Sanders..."
"584","(APPLAUSE)"
"585","... I want to give you 30 seconds to follow-up, but I'm going to hold to you 30."
"586","SANDERS: Look, the old ways are no longer relevant. The scientists tell us we have 12 years before there is irreparable damage to this planet. This is a global issue. What the president of the United States should do is not deny the reality of climate change but tell the rest of the world that, instead of spending a trillion and a half dollars on weapons of destruction, let us get together for the common enemy, and that is to transform the world's energy system away from fossil fuel to energy efficiency and sustainable energy. The future of the planet rests on us doing that."
"587","MADDOW: Thank you, Senator."
"588","(APPLAUSE)"
"589","TODD: Before we go -- hang on..."
"590","(APPLAUSE)"
"591","MADDOW: Before we leave this topic..."
"592","SWALWELL (?): Here's the solution. Pass the torch. Pass the torch to the generation that's going to feel the effects of climate change."
"593","SANDERS: No, take on the fossil fuels, and that's the solution."
"594","MADDOW: Before we leave this topic, here's something you all want to weigh in on."
"595","(CROSSTALK)"
"596","GILLIBRAND: ... to the Republican Party."
"597","TODD: Just -- just..."
"598","MADDOW: Hold one moment."
"599","TODD: Just trust us on this. We're going to..."
"600","WILLIAMSON: The fact that somebody has a younger body doesn't mean you don't have old ideas. John Kennedy -- John Kennedy..."
"601","(CROSSTALK)"
"602","WILLIAMSON: ... did not say -- John Kennedy did not say -- I have a plan to get a man to the moon and so we're going to do it and I think we can all work and maybe we can get a man on the moon. John Kennedy said, by the end of this decade, we are going to put a man on the moon."
"603","Because John Kennedy was back in the day when politics included the people and included imagination and included great dreams and included great plans."
"604","MADDOW: Ms. Williamson..."
"605","TODD: Thank you, Ms. Williamson."
"606","WILLIAMSON: And I have had a career not making the political plans, but I have had a career harnessing the inspiration and the motivation and the excitement of people, masses of people."
"607","TODD: Thank you, Ms. Williamson."
"608","WILLIAMSON: When we know that when we say..."
"609","TODD: Thank you."
"610","WILLIAMSON: ... we are going to turn from a dirty economy to a clean economy, we're going to have a Green New Deal, we're going to create millions of jobs, we're going to do this within the next 12 years, because I'm not interested in just winning the next election. We are interested in our grandchildren."
"611","TODD: Thank you, Ms. Williamson."
"612","WILLIAMSON: Then it will happen."
"613","TODD: All right. We got to sneak in a break in a minute, but before we go, I'm going to go down the line here and I'm asking you please for one or two words only. All right, please."
"614","(LAUGHTER)"
"615","MADDOW: Really."
"616","TODD: President Obama in his first year wanted to address both health care and climate. And he could only get one signature issue accomplished; it was, obviously, health care. He didn't get to do climate change. You may only get one shot, and your first issue that you're going to push, you get one shot that it may be the only thing you get passed, what is that first issue for your presidency."
"617","Eric Swalwell, you're first."
"618","SWALWELL: For Parkland, for Orlando, for every community affected by gun violence, ending gun violence."
"619","(APPLAUSE)"
"620","TODD: Senator Bennet?"
"621","BENNET: Climate change and the lack of economic mobility Bernie talks about."
"622","TODD: Senator Gillibrand?"
"623","GILLIBRAND: Passing a family bill of rights that includes a national paid leave plan, universal pre-K, affordable daycare, and making sure that women and families can thrive in the workplace no matter who they are."
"624","HARRIS: Oh, I like that."
"625","TODD: That was pretty good. Senator Harris?"
"626","(CROSSTALK)"
"627","HARRIS: ... so, passing a middle-class and working families tax cut..."
"628","TODD: That's one."
"629","HARRIS: ... DACA, guns, and..."
"630","TODD: I've given you credit for the first thing you said, the tax cuts."
"631","(CROSSTALK)"
"632","TODD: Senator Sanders, first thing?"
"633","SANDERS: Chuck, the premise that there's only one or two issues out there..."
"634","TODD: I'm not saying there isn't one or two."
"635","SANDERS: This country faces enormous crises."
"636","TODD: Senator Sanders..."
"637","SANDERS: We need a political revolution. People have got to stand up and take on the special interests. We can transform this country."
"638","TODD: Vice President Biden, your first issue, Mr. Vice President?"
"639","BIDEN: I think you're so underestimating what Barack Obama did. He's the first man to bring together the entire world, 196 nations, to commit to deal with climate change, immediately."
"640","(APPLAUSE)"
"641","So I don't buy that. But the first thing I would do is make sure that we defeat Donald Trump, period."
"642","(APPLAUSE)"
"643","TODD: OK, Mayor Buttigieg, your first priority, your first issue as president that you are going to block and tackle."
"644","BUTTIGIEG: We've got to fix our democracy before it's too late. Get that right, climate, immigration, taxes, and every other issue gets better."
"645","TODD: Mr. Yang?"
"646","YANG: I would pass a $1,000 freedom dividend for every American adult starting at age 18, which would speed us up on climate change, because if you get the boot off of people's throats, they'll focus on climate change much more clearly."
"647","TODD: OK. Governor Hickenlooper?"
"648","HICKENLOOPER: I would do a collaborative approach to climate change and I would pronounce it well before the election to make sure we don't reelect the worst president in American history."
"649","TODD: And Ms. Williamson, the last word."
"650","WILLIAMSON: My first call is to the prime minister of New Zealand, who said that her goal is to make New Zealand the place where it's the best place in the world for a child to grow up, and I would tell her, girlfriend, you are so wrong, because the United States of America is going to be the best place in the world for a child to grow up."
"651","TODD: Thank you."
"652","WILLIAMSON: We are going to have..."
"653","TODD: You guys were close with the short -- at least it was shorter responses."
"654","MADDOW: No, they weren't. Not at all."
"655","TODD: All right. C-minus."
"656","MADDOW: We're going to take a quick break. We'll be right back with these candidates right after this."
"657","(COMMERCIAL BREAK)"
"658","MADDOW: Welcome back to the Democratic candidates' debate in Miami. We're going to continue the questioning now with Lester in the audience. We are? We are -- a second are going to have a question from Lester in the audience. But that was just a fake-out."
"659","(LAUGHTER)"
"660","TODD: Let’s go to -- we’re going to go to the issue of guns. And..."
"661","MADDOW: Congressman Swalwell, among this field of candidates, you have a unique position on gun reform. You're proposing that the government should buy back every assault weapon in America and it should be mandatory. How do you envision that working, especially in states where gun rights are a strong flash point?"
"662","SWALWELL: Keep your pistols, keep your rifles, keep your shotguns, but we can take the most dangerous weapons from the most dangerous people. We have the NRA on the ropes, because of the moms, because of the Brady Group, because of Giffords, because of March for our Lives."
"663","(APPLAUSE)"
"664","But I'm the only candidate on this stage calling for a ban and buyback of every single assault weapon in America. I have seen the plans of the other candidates here. They would all leave 15 million assault weapons in our communities. They wouldn't do a single thing to save a single life in Parkland."
"665","I will approach this issue as a prosecutor. I'll approach it as the only person on this stage who has voted and passed background checks. But also as a parent, of a generation who sends our children to school where we look at what they're wearing so we can remember it in case we have to identify them later. A generation who has seen thousands of black children killed in our streets. And a generation who goes to the theater and we actually look where the fire exits are. We don't have to live this way. We must must be a country who loves our children more than we love our guns."
"666","(APPLAUSE)"
"667","MADDOW: Senator Sanders, a Vermont newspaper recently released portions of an interview you gave in 2013 in which you said: ""My own view on guns is, everything being equal, states should make those decisions."""
"668","SANDERS: No."
"669","MADDOW: Has your thinking changed since then? Do you now think there is a federal role to play?"
"670","SANDERS: No, that's a mischaracterization of my thinking."
"671","MADDOW: It's a quote of you."
"672","SANDERS: Look, we have a gun..."
"673","(LAUGHTER)"
"674","SANDERS: We have a gun crisis right now, 40,000 people a year are getting killed. In 1988, Rachel, when it wasn't popular, I ran on a platform of banning assault weapons and in fact lost that race for Congress. I have a D-minus voting record from the NRA. And I believe that what we need is comprehensive gun legislation that, among other things, provides universal background, we end the gun show loophole, we end the strawman provision, and I believed in 1988 and I believe today."
"675","(CROSSTALK)"
"676","SANDERS: Assault weapons are weapons from the military and that they should not be on the streets of America."
"677","SWALWELL: Your plan leaves them on the streets. You leave 15 million on the streets."
"678","SANDERS: We ban the sale -- we ban the sale and distribution..."
"679","SWALWELL: Will you buy them back?"
"680","SANDERS: ... and that's what I've believed for many years."
"681","SWALWELL: Will you buy them back?"
"682","SANDERS: If people want to buy -- if the government wants to do that and people want to bring them back, yes."
"683","SWALWELL: You are going to be the government, will you buy them back?"
"684","SANDERS: Yes."
"685","MADDOW: Senator Harris, we're going to give you 30 seconds."
"686","HARRIS: Thank you. I think your idea is a great one, Congressman Swalwell. And I'll say that there are a lot of great ideas. The problem is Congress has not had the courage to act which is why when elected president of the United States, I will give the United States Congress 100 days to pull their act together, bring all these good ideas together, and put a bill on my desk for signature. And if they do not, I will take executive action and I will put in place..."
"687","(APPLAUSE)"
"688","... the most comprehensive background check policy we've had. I will require the ATF to take the licenses of gun dealers who violate the law. And I will ban by executive order the importation of assault weapons. Because I'm going to tell you, as a prosecutor, I have seen more autopsy photographs than I care to tell you. I have hugged more mothers who are the mothers of homicide victims. And I have attended more police officer funerals."
"689","It is enough. It is enough. There have been plenty of good ideas from members of the United States Congress. There has been no action. As president, I will take action."
"690","(APPLAUSE)"
"691","MADDOW: Mayor Buttigieg, I want to bring you in on this, Sir. A lot of discussions about assault rifles that are often shorthanded as military-style weapons. You are the only person on this stage tonight with military experience as a veteran of the Afghanistan War."
"692","(APPLAUSE)"
"693","Will military families -- does that inform your thinking on this view? Do you believe that military families or America's veterans will at large have a different take on this than the other Americans who we have been talking about and who Congressman Swalwell is appealing to with his buyback program?"
"694","BUTTIGIEG: Yes, of course, because we trained on some of these kinds of weapons. Look, every part of my life experience informs this, being the mayor of a city where the worst part of the job is dealing with violence. We lose as many as were lost at Parkland every two or three years in my city alone."
"695","And this is tearing communities apart. If more guns made us safer, we would be the safest country on earth. It doesn't work that way."
"696","(APPLAUSE)"
"697","And common-sense measures like universal background checks can't seem to get delivered by Washington, even when most Republicans, let alone most Americans, agree it's the right thing to do. And as somebody who trained on weapons of war, I can tell you that there are weapons that have absolutely no place in American cities or neighborhoods in peacetime, ever."
"698","(APPLAUSE)"
"699","MADDOW: Vice President Biden, 30 seconds."
"700","BIDEN: A real 30 seconds?"
"701","MADDOW: A real 30 seconds."
"702","BIDEN: OK. I'm the only person that has beaten the NRA nationally. I'm the guy that got the Brady Bill passed, the background checks, number one."
"703","(APPLAUSE)"
"704","Number two, we increased that background check when -- during the Obama-Biden administration. I'm also the only guy that got assault weapons banned, banned, and the number of clips in a gun banned."
"705","And so, folks, look, and I would buy back those weapons. We already started talking about that. We tried to get it done. I think it can be done. And it should be demanded that we do it. And that's a good expenditure of money."
"706","And, lastly, we should have smart guns. No gun should be able to be sold unless your biometric measure could pull that trigger. It's within our right to do that. We can do that. Our enemy is the gun manufacturers, not the NRA, the gun manufacturers."
"707","MADDOW: Mr. Vice President..."
"708","SWALWELL: But the NRA is taking orders from the gun manufacturers, that's the problem."
"709","TODD: All right. Lester Holt has our next question."
"710","Lester, take it away."
"711","HOLT: All right, Chuck. This is a question from our viewers. We put some -- the suggestions that -- asked maybe they could share some. Here's one that came from Kathleen (ph) from Canby, Oregon, who writes many fear the current administration has inflicted irrevocable harm on our governing institutions and norms and the process on our reputation abroad. The question is, what do you see as important early steps in reversing the damage done? And we'll put this one to Senator Bennet."
"712","BENNET: Thank you very much. What an excellent question. First of all, we have to restore our democracy at home. The rest of the world is looking for us for leadership. We have a president who doesn't believe in the rule of law, he doesn't believe in freedom of the press, he doesn't believe in an independent judiciary. He believes in the corruption that he's brought to Washington, D.C. And that is what we have to change, and that's why everybody is up here tonight, and I appreciate the fact that they're up here for that reason."
"713","Second, we've got to -- we've got to restore the relationships that he's destroyed with our allies, not just in Europe. He flew to the G20 last night and attacked Japan, Germany, and a third ally of ours without saying anything about North Korea or Russia."
"714","And when you've got a situation where you have a president who says something happened in the Straits of Hormuz and the whole world doesn't know whether to believe it or not, that is a huge problem when it comes to the national security of the United States of America. And we need to change that."
"715","(APPLAUSE)"
"716","TODD: This is a perfect time -- thank you, Senator. This is a perfect time for me to do another one of these down the line. And this is what this question is, which is, you're going to have to -- you're likely going to have to reset a relationship between America and another country or entity if you become president because of some -- perhaps because of some relationship that you just mentioned about President Trump. What is the first relationship you would like to reset as president? I'm going to go down the line, and I'll start with Ms. Williamson."
"717","WILLIAMSON: Well, one of my first phone calls would be to call the European leaders and say we're back..."
"718","TODD: Thank you."
"719","WILLIAMSON: ... because I totally understand how important it is that the United States be part of the Western alliance."
"720","TODD: OK, I want -- I'm trying to get one or two words here. I hear you. Governor Hickenlooper?"
"721","HICKENLOOPER: You know, I talk about constant engagement. And I think the first person -- the first country I would go to..."
"722","TODD: Yeah."
"723","HICKENLOOPER: ... and I understand they've been cheating and stealing and (inaudible) would be China..."
"724","TODD: OK."
"725","HICKENLOOPER: ... because if we're going to do -- deal with public health pandemics, if we're doing to deal with..."
"726","TODD: Thank you."
"727","HICKENLOOPER: ... all the challenges of the globe, we've got to have relationships with everyone."
"728","TODD: Mr. Yang, we're trying to squeeze in a couple more things before we go to another break. Mr. Yang?"
"729","YANG: China. We need cooperate with them on climate change, AI, and other issues, North Korea."
"730","TODD: Thanks for the quickness. Mayor Buttigieg?"
"731","BUTTIGIEG: We have no idea which of our most important allies he will have pissed off worse between now and then. What we know is that our relationship with the entire world needs to change."
"732","(APPLAUSE)"
"733","And it starts by modelling American values at home."
"734","TODD: OK. Mr. Vice President, I'm trying to be quick."
"735","BIDEN: We know NATO will fall apart if he is elected four more years. It's the single most consequential alliance in the history of the United States."
"736","TODD: OK. Senator Sanders?"
"737","SANDERS: It's not one country. I think it is rebuilding trust in the United Nations and understand that we can solve..."
"738","TODD: OK, got it."
"739","SANDERS: ... conflicts without war, but with diplomacy."
"740","TODD: Senator Harris?"
"741","HARRIS: All the members of the NATO alliance."
"742","TODD: Senator Gillibrand?"
"743","GILLIBRAND: President Trump is hell-bent on starting a war with Iran. My first act..."
"744","TODD: Right."
"745","GILLIBRAND: ... will be to engage Iran to stabilize the Middle East and make sure we do not start an unwanted, never-ending war."
"746","TODD: Thank you. Senator Bennet, quickly."
"747","BENNET: Our European allies and every Latin American country that's willing to have a conversation about how to deal with the refugee crisis."
"748","TODD: OK."
"749","And Congressman Swalwell?"
"750","SWALWELL: My first act in foreign policy, we're breaking up with Russia and making up with NATO."
"751","MADDOW: Thank you all. Thank you all. We have one..."
"752","BENNET: That's a good plan."
"753","MADDOW: ... last question for Vice President Biden tonight. You made your decades of experience in foreign policy a pillar of your campaign, but when the time came to say yes or no on one of the most consequential foreign policy decisions of the last century, you voted for the Iraq war. You have since said you regret that vote. But why should voters trust your judgment when it comes to making a decision about taking the country to war the next time?"
"754","BIDEN: Because once we -- once Bush abused that power, what happened was, we got elected after that. I made sure -- the president turned to me and said, Joe, get our combat troops out of Iraq. I was responsible for getting 150,000 combat troops out of Iraq, and my son was one of them."
"755","I also think we should not have combat troops in Afghanistan. It's long overdue. It should end."
"756","(APPLAUSE)"
"757","And, thirdly, I believe that you're not going to find anybody who has pulled together more of our alliances to deal with what is the real stateless threat out there. We cannot go it alone in terms of dealing with terrorism."
"758","So I would eliminate the act that allowed us to go into war, and not -- the AUMF, and make sure that it could only be used for what its intent was, and that is to go after terrorists, but never do it alone. That's why we have to repair our alliances. We put together 65 countries to make sure we dealt with ISIS in Iraq and other places. That's what I would do. That's what I have done. And I know how to do it."
"759","MADDOW: Senator Sanders, 30 seconds."
"760","(APPLAUSE)"
"761","SANDERS: One of the differences -- one of the differences that Joe and I have in our record is Joe voted for that war, I helped lead the opposition to that war, which was a total disaster."
"762","(APPLAUSE)"
"763","Second of all, I helped lead the effort for the first time to utilize the War Powers Act to get the United States out of the Saudi-led intervention in Yemen, which is the most horrific humanitarian disaster on Earth."
"764","(APPLAUSE)"
"765","And thirdly, let me be very clear. I will do everything I can to prevent a war with Iran, which would be far worse than disastrous war with Iraq."
"766","(APPLAUSE)"
"767","MADDOW: Senator Sanders, thank you."
"768","TODD: All right, guys."
"769","(CROSSTALK)"
"770","BIDEN: ... American people."
"771","TODD: We got -- good news is, you get more time to talk, but I have to sneak in one more break."
"772","MADDOW: We'll be right back."
"773","TODD: We'll be right back with more debate."
"774","(COMMERCIAL BREAK)"
"775","HOLT: We are back from Miami. Now, each candidate will have a final chance to make their case to the voters, 45 seconds each. We begin with Congressman Swalwell."
"776","SWALWELL: We can't be a forward-looking party if we look to the past for our leadership. I'm a congressman, but also a father of a 2-year-old and an infant. When I'm not changing diapers, I'm changing Washington. Most of the time, the diapers smell better."
"777","I went to Congress at 31, and I found a Washington that doesn't work for people like you and me. It's made of the rich and the disconnected. I was the first in my family to go to college and have student loan debt."
"778","And so I have led the effort to elect the next generation of members of Congress, and we have a moment to seize. This is a can-do generation. This is the generation that will end climate chaos. This is the generation that will solve student loan debt. And this is the generation that will say enough is enough and end gun violence. This generation demands bold solutions. That's why I'm running for president."
"779","HOLT: Congressman, thank you."
"780","GUTHRIE: Ms. Williamson, 45 seconds for your closing."
"781","WILLIAMSON: I'm sorry we haven't talked more tonight about how we're going to beat Donald Trump. I have an idea about Donald Trump. Donald Trump is not going to be beaten just by insider politics talk. He's not going to be beaten just somebody who has plans."
"782","He's going to be beaten by somebody who has an idea what this man has done. This man has reached into the psyche of the American people and he has harnessed fear for political purposes. So, Mr. President, if you're listening, I want you to hear me, please. You have harnessed fear for political purposes and only love can cast that out."
"783","So I, sir, I have a feeling you know what you're doing. I'm going to harness love for political purposes. I will meet you on that field. And, sir, love will win."
"784","GUTHRIE: Ms. Williamson, thank you."
"785","(APPLAUSE)"
"786","DIAZ-BALART: Senator Bennet?"
"787","BENNET: Thank you. Thank you. My mom and her parents came to the United States to rebuild their shattered lives, in the only country that they could. Three hundred years before that, my parents' family came searching religious freedom here."
"788","The ability for one generation to do better than the next is now severely at risk in the United States, especially among children living in poverty like the ones I used to work for in the Denver public schools. That's why I'm running for president."
"789","I've had two tough races in Colorado, but by bringing people together, not by making empty promises. And I believe we need to build a broad coalition of Americans to beat Donald Trump, end the corruption in Washington, and build a new era of American democracy and American opportunity."
"790","This is going to be hard to do, but it's what our parents would have expected, it's what our kids deserve. I hope you join me in this effort. Thank you."
"791","MADDOW: Senator."
"792","DIAZ-BALART: Thank you."
"793","TODD: Governor Hickenlooper?"
"794","HICKENLOOPER: I'm a small-business owner who brought that same scrappy spirit to big Colorado, one of the most progressive states in America. We expanded reproductive health to reduce teenage abortion by 64 percent. We were the first state to legalize marijuana, and we transformed our justice system in the process."
"795","We passed universal background checks in a purple state. We got to near universal health care coverage. We attacked climate change with the toughest methane regulations in the country. And for the last three years, we've been the number-one economy in America."
"796","You don't need big government to do big things. I know that because I'm the one person up here who's actually done the big progressive things everyone else is talking about. If we turn towards socialism, we run the risk of helping to re-elect the worst president in American history."
"797","TODD: Thank you, Governor."
"798","(APPLAUSE)"
"799","MADDOW: Senator Gillibrand, you have the floor for 45 seconds."
"800","GILLIBRAND: Women in America -- women in America are on fire. We've marched, we've organized, we've run for office, and we've won. But our rights are under attack like never before by President Trump and the Republicans who want to repeal Roe v. Wade, which is why I went to the front lines in Georgia to fight for them."
"801","As president, I will take on the fights that no one else will. I stood up to the Pentagon and repealed ""don't ask/don't tell."" I've stood up to the banks and voted against the bailout twice. I've stood up to Trump more than any other senator in the U.S. Senate. And I have the most comprehensive approach for getting money out of politics with publicly funded elections to deal with political corruption."
"802","Now is not the time to play it safe. Now is not the time to be afraid of firsts. We need a president who will take on the big challenges, even if she stands alone. Join me in fighting for this."
"803","MADDOW: Senator Gillibrand, thank you."
"804","HOLT: Mr. Yang, you have 45 seconds for your closing."
"805","(APPLAUSE)"
"806","YANG: First, I want to thank everyone who put me on this stage tonight. I am proof that our democracy still works."
"807","Democrats and Americans around the country have one question for their nominee, and that is, who can beat Donald Trump in 2020? That is the right question. And the right candidate to beat Donald Trump will be solving the problems that got Donald Trump elected, and we'll have a vision of a trickle-up economy that is already drawing thousands of disaffected Trump voters, conservatives, independents, and libertarians, as well as Democrats and progressives."
"808","I am that candidate. I can build a much broader coalition to beat Donald Trump. It is not left; it is not right. It is forward. And that is where I'll take the country in 2020."
"809","HOLT: Mr. Yang, thank you."
"810","GUTHRIE: Senator Harris, Senator Harris, the floor is yours."
"811","(APPLAUSE)"
"812","HARRIS: Thank you. Well, I just want to leave you with a couple of things. One, we need a nominee who has the ability to prosecute the case against four more years of Donald Trump, and I will do that."
"813","Second, this election is about you. This is about your hopes and your dreams and your fears and what wakes you up at 3 o'clock in the morning. And that's why I have what I call a 3 a.m. agenda that is about everything from what we need to do to deliver health care to how you will be able to pay the bills by the end of the month."
"814","And when I think about what our country needs, I promise you, I will be a president who leads with a sense of dignity, with honesty, speaking the truth, and giving the American family all that they need to get through the end of the month in a way that allows them to prosper. So I hope to earn your support, and please join us at kamalaharris.org."
"815","GUTHRIE: Senator, thank you."
"816","(APPLAUSE)"
"817","DIAZ-BALART: Mayor Buttigieg, 45 seconds."
"818","BUTTIGIEG: Nothing about politics is theoretical for me. I’ve had the experience of writing a letter to my family, putting it in an envelope marked “just in case” and leaving it where they would know where to find it in case I didn’t come back from Afghanistan."
"819","I’ve experienced being in a marriage that exists by the grace of a single vote on the U.S. Supreme Court. And I have the experience of guiding a community where the per capita income was below $20,000 when I took office into a brighter future."
"820","I'm running because the decisions we make in the next three or four years are going to decide how the next 30 or 40 go. And when I get to the current age of the current president in the year 2055, I want to be able to look back on these years and say my generation delivered climate solutions, racial equality, and an end to endless war."
"821","Help me deliver that new generation to Washington before it's too late."
"822","(APPLAUSE)"
"823","TODD: Thank you."
"824","Senator Sanders, 45 seconds, the floor is yours."
"825","SANDERS: I suspect people all over the country who are watching this debate are saying, these are good people, they have great ideas. But how come nothing really changes? How come for the last 45 years wages have been stagnant for the middle class? How come we have the highest rate of childhood poverty? How come 45 million people still have student debt? How come three people own more wealth than the bottom half of America?"
"826","And here is the answer, nothing will change unless we have the guts to take on Wall Street, the insurance industry, the pharmaceutical industry, the military-industrial complex, and the fossil fuel industry. If we don't have the guts to take them on, we'll continue to have plans, we'll continue to have talk, and the rich will get richer, and everybody else will be struggling."
"827","(APPLAUSE)"
"828","TODD: Thank you, Senator."
"829","MADDOW: And lastly, we'll hear from Vice President Biden. Sir, you have 45 seconds."
"830","BIDEN: Thank you very much."
"831","I'm ready to lead this country because I think it's important we restore the soul of this nation. This president has ripped it out. It's the only president in our history who has equated racists and white supremacists with ordinary and decent people. He's the only president who has, in fact, engaged and embraced dictators and thumbed their nose at our allies."
"832","I'm, secondly, running for president because I think we have to restore the backbone of America, the poor and hardworking middle class people. You can't do that without replacing them with the dignity they once had."
"833","Last thing, we’ve got to unite the United States of America, as much as anybody says we can’t. If we do, there’s not a single thing the American people can’t do. This is the United States of America. We can do anything if we’re together, together. So God bless you all and may God protect our troops."
"834","(APPLAUSE)"
"835","MADDOW: Vice President Biden, thank you."
"836","GUTHRIE: We want to thank our candidates. We’ve had two nights of spirited debate on a range of issues. Twenty candidates in all. We want to thank all of the candidates, last night and tonight."
"837","TODD: Seriously, it takes guts to run and stick your neck out like this. To you guys and to the 10 last night, thanks for having the guts to do it."
"838","MADDOW: I would also like to thank the audience for completely ignoring our suggestion not to react. You made it a lot more fun."
"839","(LAUGHTER)"
"840","(APPLAUSE)"
"841","DIAZ-BALART: Also thanks to the Democratic National Committee, and the Florida Democratic Party."
"842","HOLT: And, of course, thank you to everyone at the Adrienne Arsht Center for hosting us here, and our terrific audience, as Chuck mentioned."
"843","MADDOW: Terrific."
"844","HOLT: For Savannah, Jose, Chuck, and Rachel, I'm Lester Holt. Good night, everyone, from Miami."
"845","(APPLAUSE)"
